genome_ID,assembly_accession,organism_name,superkingdom,phylum,class,order,family,genus,genome_size,proteins,completeness,contamination,nif_type,oxygen_discrete,oxygen_numeric,temperature,temp_discrete,pH,pH_discrete,habitat,habitat_richness,metabolic_richness,gene_number,gene_complexity,root_distance
G001705075,GCF_001705075.1,Acidiferrobacter thiooxydans,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Acidiferrobacter,3.25282,3271,98.17,2.13,nif,facultative,3,34.3,Mesophile,2,Acidophile,Freshwater,0.15,0.242268041,36,0.387096774,0.703831269
G000389635,GCF_000389635.1,Clostridium pasteurianum BC1,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,5.0441,4782,100,0.39,vnf,anaerobe,2,36.5,Mesophile,5,Acidophile,Terrestrial,0.09,0.211340206,37,0.397849462,0.851087605
G000468495,GCF_000468495.1,Desulfovibrio gigas DSM 1382 = ATCC 19364,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,3.796022,3341,100,0,nif,anaerobe,2,37.5,Mesophile,5.3,Acidophile,Freshwater,0,0.170103093,36,0.387096774,0.857347637
G000758685,GCF_000758685.1,Paenibacillus stellifer,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,5.658798,5161,99.8,2.45,anf,facultative,3,30.5,Mesophile,5.4,Acidophile,Terrestrial,0.12,0.324742268,34,0.365591398,0.780374023
G000242615,GCF_000242615.2,Holophaga foetida DSM 6591,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Holophaga,4.127237,3597,99.12,0.88,nif,anaerobe,2,30.3,Mesophile,5.4,Acidophile,Freshwater,0.09,0.144329897,35,0.376344086,0.821382702
G001263355,GCF_001263355.1,Acetobacterium bakii,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,4.135635,3834,99.3,4.27,nif,anaerobe,2,34,Mesophile,5.4,Acidophile,Terrestrial,0.04,0.190721649,36,0.387096774,0.810445734
G000970285,GCF_000970285.1,Methanosarcina horonobensis HB-1 = JCM 15518,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,5.018607,4415,100,0,nif,anaerobe,2,39.8,Mesophile,5.5,Acidophile,Freshwater,0.12,0.18556701,37,0.397849462,0.821519957
G000231385,GCF_000231385.2,Desulfosporosinus meridiei DSM 13257,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfosporosinus,4.873567,4485,99.23,0.51,nif,anaerobe,2,35,Mesophile,5.8,Neutrophile,Terrestrial,0.1,0.201030928,36,0.387096774,0.744211869
G000756615,GCF_000756615.1,Paenibacillus durus,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,6.053498,5395,99.8,3.14,vnf,facultative,3,33,Mesophile,5.9,Neutrophile,Saline,0.12,0.335051546,34,0.365591398,0.78516705
G000306725,GCF_000306725.1,Methanolobus psychrophilus R15,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanolobus,3.072769,3004,99.84,0,nif,anaerobe,2,32.5,Mesophile,5.9,Neutrophile,Saline,0.02,0.180412371,37,0.397849462,0.8314999
G001039615,GCF_001039615.1,Crocosphaera watsonii WH 0401,Bacteria,Cyanobacteria,0,Chroococcales,Aphanothecaceae,Crocosphaera,4.549724,5201,99.34,0.87,nif,aerobe,1,33,Mesophile,6,Neutrophile,Freshwater,0.07,0.211340206,36,0.387096774,0.873121069
G900110315,GCA_900110315.1,Paenibacillus sophorae,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,5.807033,5629,99.8,3.65,anf,facultative,3,30,Mesophile,6,Neutrophile,Terrestrial,0.12,0.319587629,34,0.365591398,0.781772871
G000020625,GCF_000020625.1,Prosthecochloris aestuarii DSM 271,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Prosthecochloris,2.579695,2382,98.9,0.27,nif,anaerobe,2,35.6,Mesophile,6,Neutrophile,Freshwater,0.05,0.175257732,37,0.397849462,0.795408919
G001314905,GCA_001314905.1,Phormidium sp. OSCR,Bacteria,Cyanobacteria,0,Oscillatoriales,Oscillatoriaceae,Phormidium,4.694862,4131,98.01,0.27,nif,aerobe,1,36.3,Mesophile,6.1,Neutrophile,Saline,0.12,0.226804124,38,0.408602151,0.753236112
G000472665,GCF_000472665.1,Acetobacterium dehalogenans DSM 11527,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,4.050072,3762,99.3,0.75,nif,anaerobe,2,34.8,Mesophile,6.3,Neutrophile,Freshwater,0.01,0.180412371,36,0.387096774,0.841769135
G000422525,GCF_000422525.1,Halodesulfovibrio aestuarii DSM 10141,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Halodesulfovibrio,3.401714,2944,100,0.07,nif,anaerobe,2,36.1,Mesophile,6.4,Neutrophile,Saline,0.01,0.175257732,36,0.387096774,0.912857401
G000970065,GCF_000970065.1,Methanosarcina barkeri 227,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,4.487566,3742,99.84,0,vnf,anaerobe,2,40.9,Mesophile,6.5,Neutrophile,Terrestrial,0.14,0.175257732,37,0.397849462,0.883081371
G000379505,GCF_000379505.1,Desulfitobacterium hafniense PCP-1,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfitobacterium,5.563209,5271,98.98,4.51,nif,NA,NA,38.6,Mesophile,6.5,Neutrophile,Terrestrial,0.09,0.211340206,36,0.387096774,0.734517539
G000021925,GCF_000021925.1,Desulfitobacterium hafniense DCB-2,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfitobacterium,5.279134,4924,98.98,3.32,nif,anaerobe,2,37,Mesophile,7,Neutrophile,Terrestrial,0.08,0.211340206,37,0.397849462,0.739563709
G000013205,GCF_000013205.1,Synechococcus sp. JA-3-3Ab,Bacteria,Cyanobacteria,0,Synechococcales,Synechococcaceae,Synechococcus,2.932766,2750,100,1.32,nif,NA,NA,48,Thermophile,7.1,Neutrophile,Terrestrial,0.02,0.211340206,38,0.408602151,0.640071163
G001027005,GCF_001027005.1,Methanosarcina barkeri CM1,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,4.501171,3804,99.84,0,vnf,anaerobe,2,40.4,Mesophile,7.3,Neutrophile,Terrestrial,0.14,0.175257732,37,0.397849462,0.881439363
G000970025,GCF_000970025.1,Methanosarcina barkeri MS,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,4.574907,3834,99.84,0.33,vnf,anaerobe,2,39.6,Mesophile,7.3,Neutrophile,Terrestrial,0.14,0.175257732,37,0.397849462,0.879743591
G001729375,GCF_001729375.1,Methanosarcina sp. A14,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,4.275905,3721,97.88,0.33,vnf,anaerobe,2,38.4,Mesophile,7.3,Neutrophile,Terrestrial,NA,0.180412371,37,0.397849462,0.883609508
G000426705,GCF_000426705.1,Spirochaeta cellobiosiphila DSM 17781,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta,3.949848,3676,100,3.6,nif,anaerobe,2,37,Mesophile,7.5,Neutrophile,Saline,0.03,0.139175258,40,0.430107527,0.880714398
G000265295,GCF_000265295.1,Sulfurospirillum barnesii SES-3,Bacteria,Epsilonproteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Sulfurospirillum,2.510109,2515,99.87,0.21,nif,anaerobe,2,33,Mesophile,7.5,Neutrophile,Freshwater,0.11,0.159793814,35,0.376344086,0.895924748
G900142115,GCF_900142115.1,Desulfovibrio desulfuricans,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,3.544809,3122,100,0.07,nif,anaerobe,2,33,Mesophile,7.5,Neutrophile,Saline,0.01,0.180412371,36,0.387096774,0.914894548
G000384815,GCF_000384815.1,Halodesulfovibrio aestuarii DSM 17919 = ATCC 29578,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Halodesulfovibrio,3.545807,3140,100,0.07,nif,anaerobe,2,33,Mesophile,7.5,Neutrophile,Terrestrial,0.01,0.180412371,36,0.387096774,0.915013606
G001586755,GCF_001586755.1,Cylindrospermopsis raciborskii ITEP-A1,Bacteria,Cyanobacteria,0,Nostocales,Aphanizomenonaceae,Cylindrospermopsis,3.605836,3367,99.85,0.22,nif,aerobe,1,31.8,Mesophile,7.6,Neutrophile,Freshwater,0.11,0.206185567,36,0.387096774,0.895176576
G900142005,GCF_900142005.1,Dethiosulfatibacter aminovorans DSM 17477,Bacteria,Firmicutes,Tissierellia,0,0,Dethiosulfatibacter,4.034121,3680,99.07,2.97,nif,anaerobe,2,29,Mesophile,7.8,Neutrophile,Saline,0.03,0.206185567,37,0.397849462,0.813372622
G000235605,GCF_000235605.1,Desulfosporosinus orientis DSM 765,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfosporosinus,5.863081,5428,99.17,0.51,nif,anaerobe,2,36.3,Mesophile,5,Acidophile,Terrestrial,0.12,0.201030928,37,0.397849462,0.749315612
G001799395,GCA_001799395.1,Desulfobacterales bacterium RIFOXYA12_FULL_46_15,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfobacterales,0,0,4.738565,4328,97.42,0.99,nif,anaerobe,2,35.9,Mesophile,5.8,Neutrophile,Terrestrial,NA,0.206185567,36,0.387096774,0.971644941
G000233695,GCF_000233695.2,Desulfobacter postgatei 2ac9,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacter,3.974658,3679,100,0,nif,NA,NA,36.3,Mesophile,5.9,Neutrophile,Saline,0.06,0.170103093,36,0.387096774,1.002196657
G001854655,GCF_001854655.1,Frankia sp. Cc1.17,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,8.361025,6965,99.45,1.38,nif,aerobe,1,29.4,Mesophile,6,Neutrophile,Plant,NA,0.24742268,37,0.397849462,0.912871089
G001548375,GCF_001548375.1,Nostoc sp. NIES-3756,Bacteria,Cyanobacteria,0,Nostocales,Nostocaceae,Nostoc,6.987571,5963,99.3,0.11,nif,aerobe,1,34.3,Mesophile,6,Neutrophile,Freshwater,0.13,0.237113402,37,0.397849462,0.827227214
G000374165,GCF_000374165.1,Frankia elaeagni,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,7.589313,6251,98.62,0.28,nif,aerobe,1,28,Mesophile,6.1,Neutrophile,Plant,0.24,0.237113402,37,0.397849462,0.92784719
G000190635,GCF_000190635.1,Syntrophobotulus glycolicus DSM 8271,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Syntrophobotulus,3.406739,3335,100,0.34,anf,anaerobe,2,36.8,Mesophile,6.1,Neutrophile,Terrestrial,0.09,0.154639175,38,0.408602151,0.702260405
G000429965,GCF_000429965.1,Desulfobulbus mediterraneus DSM 13871,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus,4.79681,3933,100,0,nif,anaerobe,2,33.9,Mesophile,6.2,Neutrophile,Saline,0.08,0.195876289,37,0.397849462,0.831875342
G900129305,GCF_900129305.1,Desulfacinum infernum DSM 9756,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Desulfacinum,4.239823,3717,100,1.45,nif,anaerobe,2,49.5,Thermophile,6.2,Neutrophile,Terrestrial,0.01,0.190721649,36,0.387096774,0.72242884
G000813345,GCF_000813345.1,Sulfurospirillum arsenophilum NBRC 109478,Bacteria,Epsilonproteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Sulfurospirillum,2.629984,2605,99.62,0.65,nif,anaerobe,2,31,Mesophile,6.2,Neutrophile,Freshwater,0.09,0.154639175,36,0.387096774,0.873689428
G000020465,GCF_000020465.1,Chlorobium limicola DSM 245,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,2.763181,2573,99.98,0,nif,anaerobe,2,33,Mesophile,6.2,Neutrophile,Hydrothermal,0.04,0.175257732,37,0.397849462,0.827466363
G000177615,GCF_000177615.2,Frankia symbiont of Datisca glomerata,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,5.340989,4694,98.36,0.55,nif,aerobe,1,33.7,Mesophile,6.5,Neutrophile,Plant,0.3,0.24742268,37,0.397849462,0.854403263
G000235665,GCF_000235665.1,Crocosphaera watsonii WH 0003,Bacteria,Cyanobacteria,0,Chroococcales,Aphanothecaceae,Crocosphaera,5.890504,6279,99.49,1.56,nif,aerobe,1,31.1,Mesophile,6.5,Neutrophile,Freshwater,0.09,0.201030928,37,0.397849462,0.8587148
G000745975,GCF_000745975.1,Desulfobacter vibrioformis DSM 8776,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacter,4.466775,3958,96.13,0.65,nif,anaerobe,2,33,Mesophile,6.9,Neutrophile,Freshwater,0.01,0.18556701,38,0.408602151,0.980546522
G000807255,GCF_000807255.1,Clostridium pasteurianum DSM 525 = ATCC 6013,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,4.352101,4000,100,0.08,vnf/anf,anaerobe,2,39,Mesophile,7,Neutrophile,Terrestrial,0.09,0.206185567,38,0.408602151,0.878332357
G001870905,GCF_001870905.1,Geitlerinema sp. PCC 9228,Bacteria,Cyanobacteria,0,Oscillatoriales,Coleofasciculaceae,Geitlerinema,4.795982,4020,99.37,1.63,nif,aerobe,1,36.1,Mesophile,7.2,Neutrophile,Host-associated,0.01,0.216494845,39,0.419354839,0.785405917
G000711295,GCF_000711295.1,Desulfovibrio sp. L21-Syr-AB,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,3.390909,3215,99.21,0.12,nif,anaerobe,2,35.1,Mesophile,7.2,Neutrophile,Saline,0,0.195876289,37,0.397849462,0.893787219
G000176915,GCF_000176915.2,Desulfovibrio aespoeensis Aspo-2,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,3.629109,3342,99.41,0,nif,anaerobe,2,31.7,Mesophile,7.2,Neutrophile,Saline,0.03,0.164948454,37,0.397849462,0.950333874
G000183405,GCF_000183405.1,Calditerrivibrio nitroreducens DSM 19672,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Calditerrivibrio,2.216552,2129,99.07,0.88,nif,anaerobe,2,55,Thermophile,7.3,Neutrophile,Hydrothermal,0,0.180412371,37,0.397849462,0.702971525
G000316575,GCF_000316575.1,Calothrix sp. PCC 7507,Bacteria,Cyanobacteria,0,Nostocales,Rivulariaceae,Calothrix,7.023215,6150,99.11,0.44,nif,aerobe,1,33.7,Mesophile,4.8,Acidophile,Freshwater,0.15,0.206185567,38,0.408602151,0.816243127
G000167195,GCF_000167195.1,Crocosphaera watsonii WH 8501,Bacteria,Cyanobacteria,0,Chroococcales,Aphanothecaceae,Crocosphaera,6.238156,6794,99.74,0.87,nif,NA,NA,34.8,Mesophile,5.8,Neutrophile,Freshwater,0.09,0.211340206,38,0.408602151,0.869342002
G000833105,GCF_000833105.2,Clostridium beijerinckii,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,6.485394,5704,99.19,1.61,nif,anaerobe,2,33.25,Mesophile,5.8,Neutrophile,Host-associated,0.2,0.237113402,39,0.419354839,0.929270397
G000373365,GCF_000373365.1,Frankia discariae,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,7.891711,6744,100,1.09,nif,aerobe,1,28,Mesophile,6,Neutrophile,Plant,0.32,0.24742268,38,0.408602151,0.891046528
G001698425,GCA_001698425.1,Oscillatoriales cyanobacterium USR001,Bacteria,Cyanobacteria,0,Oscillatoriales,0,0,5.872787,5223,98.36,0.22,nif,aerobe,1,30.6,Mesophile,6,Neutrophile,Freshwater,0.1,0.216494845,38,0.408602151,0.780900511
G000429985,GCF_000429985.1,Desulfovibrio bastinii DSM 16055,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,3.909169,3477,100,0,nif,anaerobe,2,37.5,Mesophile,6,Neutrophile,Freshwater,0,0.190721649,38,0.408602151,0.914678428
G000817955,GCF_000817955.1,Geobacter pickeringii,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,3.6187,3306,99.84,0,nif,anaerobe,2,30,Mesophile,6,Neutrophile,Freshwater,0.14,0.226804124,38,0.408602151,0.666376399
G000315565,GCF_000315565.1,Mastigocladopsis repens PCC 10914,Bacteria,Cyanobacteria,0,Nostocales,Symphyonemataceae,Mastigocladopsis,6.465655,5791,99.76,0,nif,aerobe,1,36.7,Mesophile,6.1,Neutrophile,Freshwater,0.08,0.221649485,37,0.397849462,0.821527462
G000317535,GCF_000317535.1,Cylindrospermum stagnale PCC 7417,Bacteria,Cyanobacteria,0,Nostocales,Nostocaceae,Cylindrospermum,7.610589,6578,99.78,0.68,nif,aerobe,1,33.2,Mesophile,6.1,Neutrophile,Freshwater,0.16,0.231958763,38,0.408602151,0.806224932
G001548455,GCF_001548455.1,Fischerella sp. NIES-3754,Bacteria,Cyanobacteria,0,Nostocales,Hapalosiphonaceae,Fischerella,5.826863,4952,99.76,0.48,nif,aerobe,1,36.2,Mesophile,6.3,Neutrophile,Freshwater,0.03,0.231958763,38,0.408602151,0.824471621
G000526155,GCF_000526155.1,Deferrisoma camini S3R1,Bacteria,Deltaproteobacteria,Deltaproteobacteria,0,0,Deferrisoma,4.236551,3733,98.32,1.68,nif,anaerobe,2,50,Thermophile,6.5,Neutrophile,Hydrothermal,0.01,0.206185567,38,0.408602151,0.660414251
G000092245,GCF_000092245.1,Arcobacter nitrofigilis DSM 7299,Bacteria,Epsilonproteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,3.192235,3150,99.59,2.98,nif,microaerophile,4,28.1,Mesophile,6.6,Neutrophile,Plant,0.16,0.175257732,37,0.397849462,0.97520396
G000007105,GCF_000007105.1,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Zymomonas,2.056363,1753,100,0,nif,facultative,3,29.5,Mesophile,6.7,Neutrophile,Plant,0.29,0.139175258,42,0.451612903,1.019059154
G000303025,GCF_000303025.1,Zymomonas mobilis subsp. mobilis ATCC 31822,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Zymomonas,2.039066,1755,100,0,nif,NA,NA,29.5,Mesophile,6.7,Neutrophile,Plant,0.29,0.139175258,42,0.451612903,1.019059154
G000498655,GCF_000498655.1,Zymomonas mobilis subsp. mobilis str. CP4 = NRRL B-14023,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Zymomonas,2.163236,1853,100,0,nif,NA,NA,28.4,Mesophile,6.7,Neutrophile,Plant,0.29,0.139175258,42,0.451612903,1.021983806
G000576165,GCF_000576165.1,Zymomonas mobilis subsp. mobilis str. CP4 = NRRL B-14023,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Zymomonas,2.147181,1835,100,0,nif,NA,NA,28.3,Mesophile,6.7,Neutrophile,Terrestrial,0.29,0.139175258,42,0.451612903,1.022168037
G000576125,GCF_000576125.1,Zymomonas mobilis subsp. mobilis NRRL B-12526,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Zymomonas,2.178998,1864,100,0,nif,NA,NA,28.2,Mesophile,6.7,Neutrophile,Terrestrial,0.29,0.139175258,42,0.451612903,1.021940697
G001799285,GCA_001799285.1,Deltaproteobacteria bacterium RIFOXYD12_FULL_56_24,Bacteria,Deltaproteobacteria,Deltaproteobacteria,0,0,0,3.036381,2731,94.28,0,nif,anaerobe,2,34.1,Mesophile,6.7,Neutrophile,Terrestrial,NA,0.221649485,39,0.419354839,0.792488378
G001642655,GCF_001642655.1,Clostridium tyrobutyricum,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,3.134437,3048,99.49,0.23,nif,anaerobe,2,37,Mesophile,6.8,Neutrophile,Host-associated,0.05,0.18556701,39,0.419354839,0.85701416
G000828975,GCF_000828975.1,Burkholderiales bacterium GJ-E10,Bacteria,Betaproteobacteria,Betaproteobacteria,Burkholderiales,0,0,3.276549,3096,99.38,0,nif,NA,NA,33.7,Mesophile,6.8,Neutrophile,Freshwater,0.24,0.278350515,39,0.419354839,0.756236924
G001890975,GCA_001890975.1,Roseofilum reptotaenium AO1-A,Bacteria,Cyanobacteria,0,Oscillatoriales,Coleofasciculaceae,Roseofilum,5.826181,5322,98.89,0.44,nif,aerobe,1,34.4,Mesophile,6.9,Neutrophile,Freshwater,0.04,0.221649485,38,0.408602151,0.755706435
G000143985,GCF_000143985.1,Sediminispirochaeta smaragdinae DSM 11293,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sediminispirochaeta,4.65397,4288,96.48,1.15,nif,anaerobe,2,37.1,Mesophile,6.9,Neutrophile,Saline,0.01,0.12371134,40,0.430107527,0.859378276
G000429325,GCF_000429325.1,Desulfovibrio putealis DSM 16056,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,4.705742,4195,99.4,0.1,nif,anaerobe,2,30,Mesophile,7,Neutrophile,Terrestrial,0.04,0.18556701,37,0.397849462,0.874431209
G000175255,GCF_000175255.2,Zymomonas mobilis subsp. mobilis ATCC 10988,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Zymomonas,2.143461,1869,100,0.45,nif,anaerobe,2,29.6,Mesophile,7,Neutrophile,Plant,0.28,0.144329897,42,0.451612903,1.023124632
G001548055,GCF_001548055.1,Sulfurospirillum cavolei,Bacteria,Epsilonproteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Sulfurospirillum,2.698323,2685,100,0.46,anf,facultative,3,30,Mesophile,7,Neutrophile,Freshwater,0.12,0.159793814,37,0.397849462,0.872338987
G001468785,GCF_001468785.1,Desulfitobacterium hafniense,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfitobacterium,5.364943,5072,98.98,4.04,nif,anaerobe,2,37.375,Mesophile,7,Neutrophile,Terrestrial,0.08,0.211340206,38,0.408602151,0.745182216
G000711735,GCF_000711735.1,Desulfovibrio frigidus DSM 17176,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,4.185035,3698,99.92,0.59,nif,anaerobe,2,21.5,Mesophile,7.2,Neutrophile,Freshwater,0,0.190721649,38,0.408602151,0.932374966
G000013225,GCF_000013225.1,Synechococcus sp. JA-2-3B'a(2-13),Bacteria,Cyanobacteria,0,Synechococcales,Synechococcaceae,Synechococcus,3.046682,2844,100,0,nif,NA,NA,45.4,Thermophile,7.3,Neutrophile,Freshwater,0.01,0.216494845,39,0.419354839,0.641301216
G000583675,GCF_000583675.1,Saccharicrinis fermentans DSM 9555 = JCM 21142,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,Saccharicrinis,5.649521,4939,99.46,0.54,nif,NA,NA,33.5,Mesophile,7.3,Neutrophile,Freshwater,0.01,0.206185567,42,0.451612903,1.164436222
G001298445,GCF_001298445.1,Nostoc piscinale CENA21,Bacteria,Cyanobacteria,0,Nostocales,Nostocaceae,Nostoc,7.094556,6694,96.99,0.44,nif,aerobe,1,33.5,Mesophile,5.2,Acidophile,Freshwater,0.16,0.206185567,39,0.419354839,0.819884519
G000244895,GCF_000244895.1,Desulfosporosinus youngiae DSM 17734,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfosporosinus,5.660978,5286,99.43,0.51,nif,anaerobe,2,36.7,Mesophile,5.4,Acidophile,Freshwater,0.11,0.206185567,39,0.419354839,0.735925982
G000447295,GCF_000447295.1,Fischerella sp. PCC 9431,Bacteria,Cyanobacteria,0,Nostocales,Hapalosiphonaceae,Fischerella,7.167426,6037,99.76,0,nif,aerobe,1,34.2,Mesophile,5.5,Acidophile,Terrestrial,0.03,0.231958763,39,0.419354839,0.818703402
G000526255,GCF_000526255.1,Verrucomicrobia bacterium LP2A,Bacteria,Verrucomicrobia,0,0,0,0,2.465519,2307,98.65,0.68,nif,NA,NA,38.7,Mesophile,5.5,Acidophile,Terrestrial,0,0.154639175,40,0.430107527,0.875093944
G000020025,GCF_000020025.1,Nostoc punctiforme PCC 73102,Bacteria,Cyanobacteria,0,Nostocales,Nostocaceae,Nostoc,9.059191,7754,99.56,0.44,nif,aerobe,1,31.4,Mesophile,5.6,Neutrophile,Freshwater,0.17,0.237113402,39,0.419354839,0.821218771
G001904725,GCF_001904725.1,Phormidium ambiguum IAM M-71,Bacteria,Cyanobacteria,0,Oscillatoriales,Oscillatoriaceae,Phormidium,7.410502,6362,99.26,0.89,nif,aerobe,1,31.4,Mesophile,5.8,Neutrophile,Freshwater,0.08,0.237113402,39,0.419354839,0.754698089
G000960765,GCF_000960765.1,Desulfosporosinus sp. I2,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfosporosinus,5.311733,5498,98.15,4.38,nif,anaerobe,2,36.2,Mesophile,6,Neutrophile,Freshwater,0.11,0.201030928,39,0.419354839,0.724726403
G000425265,GCF_000425265.1,Desulfovibrio zosterae DSM 11974,Bacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,4.092653,3599,100,0,nif,anaerobe,2,35.4,Mesophile,6,Neutrophile,Plant,0,0.180412371,39,0.419354839,0.942257419
G000155595,GCF_000155595.1,Synechococcus sp. PCC 7335,Bacteria,Cyanobacteria,0,Synechococcales,Synechococcaceae,Synechococcus,5.973558,5270,98.91,0.54,nif,aerobe,1,28.8,Mesophile,6.1,Neutrophile,Freshwater,0.06,0.221649485,39,0.419354839,0.787598614
G000021825,GCF_000021825.1,Cyanothece sp. PCC 7424,Bacteria,Cyanobacteria,0,Oscillatoriales,Cyanothecaceae,Cyanothece,6.554169,5914,99.71,0,nif,NA,NA,34.9,Mesophile,6.1,Neutrophile,Freshwater,0.06,0.216494845,39,0.419354839,0.837835536
G000775285,GCF_000775285.1,Neosynechococcus sphagnicola sy1,Bacteria,Cyanobacteria,0,Synechococcales,Leptolyngbyaceae,Neosynechococcus,4.331368,4812,96.7,0.84,nif,aerobe,1,38,Mesophile,6.2,Neutrophile,Freshwater,0.12,0.211340206,40,0.430107527,0.743530519
